simulation_name,empty_cells,seed_cells,watered_cells,total_changes,total_tasks,total_reloads,drone0_threshold,drone0_speciality,drone1_threshold,drone1_speciality,drone2_threshold,drone2_speciality,drone3_threshold,drone3_speciality,drone4_threshold,drone4_speciality,drone5_threshold,drone5_speciality
01-14-07-54-01,21,19,24,82,135,61,10.33,1,13.00,1,7.67,2,5.00,3,7.67,1,14.33,1
01-14-07-54-01,21,19,24,82,137,62,10.33,1,13.00,1,7.67,2,5.00,3,7.67,1,14.33,1
01-14-07-54-01,21,17,26,84,138,64,10.33,1,13.00,1,7.67,2,7.67,3,7.67,1,14.33,1
01-14-07-54-01,19,18,27,86,143,64,10.33,1,13.00,1,9.67,2,9.67,3,7.67,1,13.67,2
01-14-07-54-01,20,16,28,88,143,65,11.00,1,9.67,1,9.67,2,8.33,3,8.33,1,13.67,2
01-14-07-54-01,19,18,27,90,146,66,11.67,1,10.33,1,11.00,2,8.33,3,7.00,2,11.67,1
01-14-07-54-01,20,18,26,90,148,67,13.00,1,5.00,1,11.00,2,8.33,3,7.00,2,13.00,1
01-14-07-54-01,21,17,26,92,149,69,13.67,1,5.67,1,11.00,2,9.00,3,7.00,2,13.67,1
01-14-07-54-01,20,18,26,93,153,69,13.67,1,5.67,1,12.33,2,9.00,3,8.33,2,13.67,1
01-14-07-54-01,18,18,28,95,154,71,13.67,1,5.67,1,15.00,2,5.00,3,7.00,2,13.67,1
01-14-07-54-01,17,19,28,96,158,72,13.67,1,5.67,1,15.67,2,5.00,3,7.67,2,13.67,1
01-14-07-54-01,17,19,28,98,159,73,15.67,1,5.00,1,17.00,2,5.00,3,5.00,2,15.67,1
01-14-07-54-01,16,20,28,100,160,74,15.67,1,5.00,1,13.67,2,5.00,3,5.67,2,15.67,1
01-14-07-54-01,19,20,25,100,165,74,18.33,1,7.67,1,13.67,2,5.00,3,5.67,2,6.33,1
01-14-07-54-01,21,18,25,103,166,75,15.67,1,9.00,1,13.67,2,6.33,3,5.67,2,7.67,1
01-14-07-54-01,21,18,25,105,168,76,15.67,1,9.00,1,13.67,2,6.33,3,5.67,2,7.67,1
01-14-07-54-01,21,19,24,106,168,77,16.33,1,9.67,1,14.33,2,6.33,3,6.33,2,8.33,1
01-14-07-54-01,20,21,23,108,171,79,17.67,1,11.00,1,12.33,1,6.33,3,8.33,2,9.67,1
01-14-07-54-01,19,22,23,109,174,79,17.67,1,11.00,1,12.33,1,6.33,3,9.00,2,9.67,1
01-14-07-54-01,18,22,24,112,174,81,17.00,3,11.00,1,12.33,1,7.00,3,5.67,2,9.67,1
01-14-07-54-01,17,23,24,113,176,84,17.00,3,11.00,1,12.33,1,7.00,3,6.33,2,9.67,1
01-14-07-54-01,18,22,24,113,179,84,17.67,3,13.00,1,5.00,1,7.67,3,6.33,2,11.67,1
01-14-07-54-01,19,20,25,116,182,84,19.67,3,15.00,1,5.00,1,9.67,3,6.33,2,13.67,1
01-14-07-54-01,19,18,27,119,182,84,21.00,3,15.00,1,5.00,1,7.00,3,6.33,2,13.67,1
01-14-07-54-01,23,18,23,119,187,85,21.00,3,19.00,1,6.33,1,7.00,3,6.33,2,17.67,1
01-14-07-54-01,26,18,20,119,191,86,6.33,1,20.33,3,11.00,1,7.00,3,6.33,2,18.33,2
01-14-07-54-01,27,19,18,122,192,87,9.67,1,20.33,3,14.33,1,7.00,3,5.00,2,19.00,2
01-14-07-54-01,26,20,18,123,193,87,9.67,1,20.33,3,14.33,1,7.00,3,5.67,2,15.67,2
01-14-07-54-01,27,20,17,124,194,90,10.33,1,20.33,3,15.00,1,7.00,3,5.67,2,15.67,2
01-14-07-54-01,26,21,17,126,196,91,10.33,1,20.33,3,15.00,1,7.00,3,6.33,2,16.33,2
01-14-07-54-01,25,21,18,127,199,92,10.33,1,21.00,3,15.00,1,7.67,3,7.67,2,9.67,2
01-14-07-54-01,26,19,19,129,202,93,11.00,1,12.33,3,15.67,1,11.00,3,7.67,2,9.67,2
01-14-07-54-01,27,18,19,130,204,95,5.00,1,14.33,3,13.67,3,13.00,3,7.67,2,9.67,2
01-14-07-54-01,29,17,18,131,207,96,7.00,1,15.00,3,14.33,3,13.67,3,7.67,2,9.67,2
01-14-07-54-01,27,18,19,135,208,96,7.00,1,16.33,3,15.67,3,11.67,2,9.67,2,11.67,2
01-14-07-54-01,28,18,18,135,211,96,9.00,1,16.33,3,15.67,3,11.67,2,5.00,1,11.67,2
01-14-07-54-01,30,17,17,135,214,98,5.00,1,17.00,3,16.33,3,11.67,2,9.00,1,11.67,2
01-14-07-54-01,30,17,17,139,216,98,5.67,1,19.00,3,18.33,3,8.33,2,9.67,1,12.33,2
01-14-07-54-01,31,17,16,139,218,98,7.00,1,19.00,3,15.67,1,8.33,2,10.33,2,12.33,2
01-14-07-54-01,32,16,16,140,219,101,7.67,1,19.67,3,16.33,1,8.33,2,10.33,2,12.33,2
01-14-07-54-01,32,15,17,142,222,101,7.67,1,21.00,3,16.33,1,8.33,2,10.33,2,12.33,2
01-14-07-54-01,31,14,19,144,222,102,7.67,1,18.33,3,16.33,1,9.00,2,11.00,2,13.00,2
01-14-07-54-01,30,15,19,144,224,105,7.67,1,18.33,3,16.33,1,9.67,2,11.67,1,9.67,2
01-14-07-54-01,28,17,19,146,227,106,7.67,1,18.33,3,16.33,1,7.00,2,9.00,2,11.00,2
01-14-07-54-01,24,21,19,148,230,107,7.67,1,18.33,3,16.33,1,11.00,2,5.67,2,15.00,2
01-14-07-54-01,21,24,19,149,232,110,7.67,1,18.33,3,11.67,2,15.67,2,10.33,2,11.67,2
01-14-07-54-01,21,24,19,149,234,111,7.67,1,18.33,3,11.67,2,15.67,2,10.33,2,11.67,2
01-14-07-54-01,21,23,20,150,238,111,8.33,1,19.67,3,12.33,2,14.33,3,11.00,2,8.33,2
01-14-07-54-01,21,22,21,154,241,111,9.00,1,17.00,3,9.67,1,15.67,3,5.00,2,10.33,2
01-14-07-54-01,23,21,20,155,243,111,10.33,1,17.67,3,11.00,1,16.33,3,5.00,2,10.33,2
01-14-07-54-01,24,21,19,157,244,112,11.00,1,17.67,3,11.67,1,16.33,3,5.00,2,10.33,2
01-14-07-54-01,26,21,17,158,248,112,9.00,1,17.67,3,5.67,1,16.33,3,5.00,2,10.33,2
01-14-07-54-01,28,20,16,159,249,114,11.67,1,14.33,3,5.67,1,17.00,3,5.00,2,10.33,2
01-14-07-54-01,30,20,14,160,252,115,14.33,1,14.33,3,5.67,1,17.00,3,5.00,2,10.33,2
01-14-07-54-01,26,24,14,162,255,115,14.33,1,14.33,3,5.67,1,9.67,2,8.33,2,9.67,2
01-14-07-54-01,23,27,14,164,258,116,14.33,1,14.33,3,5.67,1,5.00,2,7.67,2,13.00,2
01-14-07-54-01,22,28,14,164,260,118,14.33,1,14.33,3,5.67,1,6.33,2,9.00,2,14.33,2
01-14-07-54-01,20,30,14,165,263,121,14.33,1,14.33,3,5.67,1,9.00,2,11.67,2,17.00,2
01-14-07-54-01,19,30,15,166,265,121,14.33,1,15.00,3,5.67,1,10.33,2,13.00,2,18.33,2
01-14-07-54-01,17,31,16,167,268,123,14.33,1,11.67,3,5.67,1,12.33,2,11.00,2,12.33,2
01-14-07-54-01,17,29,18,168,272,123,14.33,3,13.67,3,5.67,1,12.33,2,11.00,2,12.33,2
01-14-07-54-01,16,27,21,171,274,124,6.33,3,17.00,3,5.67,1,5.00,2,13.00,2,14.33,2
01-14-07-54-01,19,26,19,171,279,124,7.00,3,17.67,3,7.67,1,5.00,2,13.00,2,14.33,2
01-14-07-54-01,20,27,17,172,282,125,7.67,3,18.33,3,6.33,1,6.33,2,14.33,2,11.67,2
01-14-07-54-01,18,29,17,177,284,125,7.67,3,18.33,3,6.33,1,7.67,2,11.67,2,13.00,2
01-14-07-54-01,18,29,17,177,284,126,7.67,3,18.33,3,6.33,1,7.67,2,11.67,2,13.00,2
01-14-07-54-01,20,29,15,177,286,129,7.67,3,18.33,3,8.33,1,7.67,2,11.67,2,13.00,2
01-14-07-54-01,19,30,15,179,290,129,7.67,3,18.33,3,8.33,1,8.33,2,12.33,2,13.67,2
01-14-07-54-01,19,27,18,182,291,129,9.67,3,20.33,3,8.33,1,8.33,2,12.33,2,13.67,2
01-14-07-54-01,20,26,18,183,292,132,11.00,3,21.67,3,9.00,1,8.33,2,12.33,2,13.67,2
01-14-07-54-01,21,26,17,183,296,132,11.00,3,21.67,3,5.67,1,8.33,2,12.33,2,13.67,2
01-14-07-54-01,21,26,17,186,298,132,12.33,3,23.00,3,6.33,1,9.67,2,13.67,2,15.00,2
01-14-07-54-01,21,24,19,188,299,132,13.67,3,20.33,3,6.33,1,9.67,2,13.67,2,15.00,2
01-14-07-54-01,21,23,20,188,300,135,14.33,1,13.67,3,6.33,1,9.67,2,13.67,2,15.00,2
01-14-07-54-01,22,22,20,189,304,136,15.00,1,5.00,3,7.00,1,9.67,2,13.67,2,15.00,2
01-14-07-54-01,20,23,21,192,306,136,13.67,3,5.67,3,7.00,1,11.67,2,5.00,2,17.00,2
01-14-07-54-01,19,23,22,193,307,138,14.33,3,6.33,3,7.00,1,8.33,2,5.67,2,17.67,2
01-14-07-54-01,19,24,21,193,308,140,14.33,3,6.33,3,5.00,1,9.00,2,6.33,2,18.33,2
01-14-07-54-01,17,26,21,195,312,141,14.33,3,6.33,3,5.00,1,5.00,2,8.33,2,16.33,2
01-14-07-54-01,16,26,22,197,313,141,15.67,1,5.00,3,5.00,1,5.67,2,9.00,2,17.00,2
01-14-07-54-01,16,26,22,198,315,144,12.33,1,5.00,3,5.67,1,7.67,2,5.00,2,19.00,2
01-14-07-54-01,16,26,22,198,318,144,12.33,1,5.00,3,5.67,1,7.67,2,5.00,2,19.00,2
01-14-07-54-01,15,24,25,202,320,145,12.33,1,7.00,3,5.67,1,8.33,2,5.67,2,19.67,2
01-14-07-54-01,15,23,26,203,321,145,12.33,1,7.67,3,5.67,1,8.33,2,5.67,2,19.67,2
01-14-07-54-01,17,23,24,203,325,147,9.67,1,7.67,3,5.67,1,8.33,2,5.67,2,19.67,2
01-14-07-54-01,19,23,22,205,329,147,13.67,1,9.00,3,5.67,1,9.00,2,6.33,2,16.33,2
01-14-07-54-01,19,21,24,207,329,147,13.67,1,11.00,3,5.67,1,9.00,2,6.33,2,16.33,2
01-14-07-54-01,19,21,24,208,330,149,13.67,1,11.00,3,5.67,1,9.00,2,6.33,2,16.33,2
01-14-07-54-01,19,20,25,208,332,151,9.67,3,12.33,3,5.67,1,9.00,2,6.33,2,16.33,2
01-14-07-54-01,19,18,27,210,334,152,12.33,3,15.00,3,5.67,1,9.00,2,6.33,2,16.33,2
01-14-07-54-01,17,20,27,213,337,154,14.33,3,17.00,3,6.33,1,11.00,2,8.33,2,14.33,2
01-14-07-54-01,18,20,26,214,339,154,11.00,1,17.00,3,7.00,1,11.00,2,8.33,2,14.33,2
01-14-07-54-01,17,20,27,216,340,156,11.00,1,17.67,3,7.00,1,12.33,3,9.67,2,15.67,2
01-14-07-54-01,17,20,27,217,342,157,11.00,1,17.67,3,7.00,1,12.33,3,9.67,2,15.67,2
01-14-07-54-01,17,19,28,218,344,159,12.33,1,20.33,3,8.33,1,13.00,2,10.33,2,16.33,2
01-14-07-54-01,17,20,27,220,349,159,13.00,1,20.33,3,9.00,1,15.00,3,12.33,2,18.33,2
01-14-07-54-01,17,17,30,223,349,160,13.00,1,24.33,3,9.00,1,15.00,2,12.33,2,18.33,2
01-14-07-54-01,17,17,30,224,349,162,13.00,1,24.33,3,9.00,1,15.00,2,12.33,2,18.33,2
01-14-07-54-01,18,17,29,224,352,163,15.00,1,24.33,3,11.00,1,15.00,2,12.33,2,18.33,2
01-14-07-54-01,17,18,29,227,354,164,15.67,1,25.00,3,11.67,1,16.33,2,13.67,2,15.67,2
01-14-07-54-01,17,19,28,229,359,164,16.33,1,25.00,3,12.33,1,17.00,2,14.33,2,16.33,2
01-14-07-54-01,19,20,25,230,362,164,14.33,1,25.00,3,14.33,1,13.67,2,15.00,2,17.00,2
01-14-07-54-01,23,20,21,231,364,165,18.33,3,25.00,3,15.00,1,13.67,2,15.00,2,17.00,2
01-14-07-54-01,22,21,21,234,365,166,18.33,3,25.00,3,15.00,1,14.33,2,15.67,2,17.67,2
01-14-07-54-01,22,21,21,235,366,167,18.33,3,25.00,3,15.00,1,14.33,2,15.67,2,17.67,2
01-14-07-54-01,23,22,19,236,369,170,18.33,3,25.00,3,9.00,1,15.67,2,17.00,2,19.00,2
01-14-07-54-01,23,23,18,238,371,170,18.33,3,25.00,3,10.33,1,16.33,2,17.67,2,19.67,2
01-14-07-54-01,24,22,18,239,374,171,19.00,3,21.67,3,12.33,1,16.33,2,16.33,1,19.67,2
01-14-07-54-01,24,20,20,242,374,172,16.33,3,23.00,3,12.33,1,16.33,2,16.33,1,19.67,2
01-14-07-54-01,24,20,20,242,376,174,16.33,3,23.00,3,12.33,1,16.33,2,16.33,1,19.67,2
01-14-07-54-01,24,19,21,244,380,175,17.67,3,24.33,3,13.00,1,13.00,2,17.00,1,20.33,2
01-14-07-54-01,24,19,21,245,382,175,19.00,3,17.67,3,15.00,1,13.67,2,19.00,1,21.00,2
01-14-07-54-01,26,18,20,246,385,177,19.67,3,18.33,3,16.33,1,13.67,2,19.00,2,21.00,2
01-14-07-54-01,26,17,21,249,386,177,21.00,3,19.67,3,16.33,1,13.67,2,19.00,2,21.00,2
01-14-07-54-01,27,16,21,250,388,178,21.67,3,20.33,3,17.00,1,13.67,2,17.00,1,21.00,2
01-14-07-54-01,28,15,21,250,391,181,22.33,3,21.00,3,18.33,1,13.67,2,10.33,1,21.00,2
01-14-07-54-01,28,15,21,251,393,181,23.00,3,21.67,3,20.33,1,14.33,2,5.00,1,21.67,2
01-14-07-54-01,27,16,21,252,397,182,19.67,3,22.33,3,21.00,1,16.33,2,5.67,1,23.67,2
01-14-07-54-01,26,17,21,253,403,182,13.00,3,14.33,2,21.67,1,15.00,2,6.33,1,26.33,2
01-14-07-54-01,27,19,18,255,405,183,13.00,3,16.33,2,12.33,1,9.00,2,6.33,1,24.33,2
01-14-07-54-01,27,19,18,257,406,183,13.00,3,16.33,2,12.33,1,9.00,2,6.33,1,24.33,2
01-14-08-09-01,0,0,0,0,0,0,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3
01-14-08-09-01,27,19,18,3,6,0,6.33,1,10.33,2,5.00,3,9.00,2,9.00,3,5.00,1
01-14-08-09-01,29,19,16,3,8,0,8.33,1,10.33,2,5.00,3,7.00,1,9.00,3,7.00,1
01-14-08-09-01,30,19,15,5,9,2,9.67,1,10.33,2,5.00,3,5.00,1,9.00,3,8.33,1
01-14-08-09-01,31,19,14,6,12,2,11.67,1,10.33,2,5.00,3,7.00,1,7.67,1,9.00,2
01-14-08-09-01,31,17,16,9,12,5,9.00,3,10.33,2,5.00,2,7.00,1,7.67,1,9.00,2
01-14-08-09-01,30,18,16,9,15,5,9.00,3,11.00,2,5.00,2,7.00,1,7.67,1,9.67,2
01-14-08-09-01,30,18,16,10,17,7,9.67,3,5.00,2,6.33,3,9.00,1,9.67,1,5.00,1
01-14-08-09-01,29,18,17,13,19,7,5.00,3,5.67,2,7.00,2,9.00,1,9.67,1,5.00,1
01-14-08-09-01,29,20,15,15,22,7,5.00,3,7.00,2,7.67,3,9.00,2,11.00,1,6.33,1
01-14-08-09-01,30,20,14,16,24,9,5.00,3,7.00,2,7.67,3,9.00,2,7.67,1,7.00,1
01-14-08-09-01,33,20,11,16,28,9,5.00,3,7.00,2,7.67,3,9.00,2,6.33,1,9.00,2
01-14-08-09-01,34,19,11,19,29,10,5.67,3,7.00,2,8.33,3,9.00,2,7.67,1,9.00,2
01-14-08-09-01,34,18,12,21,30,10,6.33,3,7.00,2,8.33,2,9.00,2,7.67,1,9.00,2
01-14-08-09-01,36,17,11,22,32,12,5.00,3,7.00,2,8.33,2,9.00,2,9.00,1,9.00,1
01-14-08-09-01,36,17,11,23,34,13,5.00,3,7.00,2,8.33,2,9.00,2,9.00,1,9.00,1
01-14-08-09-01,33,19,12,27,36,14,5.67,3,9.67,2,10.33,3,7.67,2,5.00,2,9.00,1
01-14-08-09-01,33,19,12,27,37,16,5.67,3,9.67,2,10.33,3,7.67,2,5.00,2,9.00,1
01-14-08-09-01,34,20,10,27,40,17,5.67,3,6.33,2,10.33,3,8.33,2,5.67,2,10.33,1
01-14-08-09-01,31,23,10,29,44,17,5.67,3,6.33,2,10.33,3,10.33,1,6.33,1,10.33,1
01-14-08-09-01,29,24,11,32,45,17,6.33,3,8.33,2,5.67,2,10.33,1,6.33,1,10.33,1
01-14-08-09-01,31,24,9,32,47,21,6.33,3,8.33,2,5.67,2,7.67,1,7.67,1,7.67,1
01-14-08-09-01,31,24,9,32,49,21,6.33,3,8.33,2,5.67,2,7.67,1,7.67,1,7.67,1
01-14-08-09-01,29,26,9,35,52,21,6.33,3,10.33,2,7.67,2,7.67,1,7.67,1,7.67,1
01-14-08-09-01,28,25,11,37,53,23,7.67,3,5.00,2,8.33,3,7.67,1,7.67,1,7.67,1
01-14-08-09-01,28,24,12,38,55,25,8.33,3,5.00,2,9.00,3,7.67,1,7.67,1,7.67,1
01-14-08-09-01,27,23,14,40,57,27,9.67,3,5.67,2,10.33,2,7.67,1,7.67,1,7.67,1
01-14-08-09-01,26,23,15,41,59,28,9.00,2,7.67,2,5.00,3,7.67,1,7.67,1,7.67,1
01-14-08-09-01,24,24,16,42,62,29,10.33,2,9.00,2,6.33,3,7.67,1,5.67,3,7.67,1
01-14-08-09-01,21,26,17,44,65,30,5.67,2,8.33,2,7.00,3,7.67,1,5.00,3,7.67,1
01-14-08-09-01,18,29,17,46,69,32,9.00,2,11.67,2,7.00,3,7.67,1,5.00,3,7.67,1
01-14-08-09-01,16,31,17,48,70,34,13.00,3,15.67,2,7.00,3,5.00,2,5.00,3,7.00,2
01-14-08-09-01,16,32,16,48,74,35,13.00,3,9.00,2,7.00,3,6.33,2,5.00,3,8.33,2
01-14-08-09-01,15,32,17,50,77,36,9.67,3,11.00,2,7.67,3,8.33,2,5.67,3,5.00,2
01-14-08-09-01,14,31,19,52,79,37,5.00,3,5.00,2,10.33,3,8.33,1,6.33,3,7.00,2
01-14-08-09-01,14,30,20,54,81,38,5.00,3,5.67,2,13.00,3,9.67,1,9.00,3,7.67,2
01-14-08-09-01,14,31,19,55,84,39,5.00,3,7.00,2,13.00,3,10.33,1,9.00,3,9.00,2
01-14-08-09-01,15,30,19,56,86,40,5.67,3,7.00,2,13.67,3,11.00,1,5.67,3,9.00,2
01-14-08-09-01,15,31,18,59,87,40,5.67,3,7.67,2,13.67,3,7.67,1,5.67,3,9.67,2
01-14-08-09-01,14,32,18,60,88,43,5.67,3,9.67,2,13.67,3,7.67,1,5.67,3,5.00,2
01-14-08-09-01,13,33,18,61,91,44,5.67,3,10.33,2,13.67,3,7.67,1,5.67,3,5.67,2
01-14-08-09-01,11,34,19,64,93,45,5.00,3,9.00,2,14.33,3,7.67,1,6.33,3,5.00,2
01-14-08-09-01,12,33,19,65,97,45,5.67,3,9.00,2,15.00,3,8.33,1,7.00,3,5.00,2
01-14-08-09-01,14,32,18,66,97,47,5.00,3,9.00,2,16.33,3,9.67,1,8.33,3,5.00,2
01-14-08-09-01,13,33,18,69,99,47,5.00,3,10.33,2,16.33,3,9.67,1,8.33,3,6.33,2
01-14-08-09-01,12,33,19,70,100,49,5.67,3,11.00,2,17.00,3,9.67,1,9.00,3,7.00,2
01-14-08-09-01,12,34,18,71,102,51,5.67,3,13.00,2,12.33,1,11.00,1,9.00,3,9.00,2
01-14-08-09-01,12,34,18,71,105,51,5.67,3,13.00,2,12.33,1,11.00,1,9.00,3,9.00,2
01-14-08-09-01,11,32,21,74,108,52,7.67,3,9.67,2,12.33,1,11.00,1,11.00,3,9.67,2
01-14-08-09-01,11,30,23,74,109,53,5.00,3,9.67,2,12.33,1,11.00,1,9.67,3,9.67,2
01-14-08-09-01,13,30,21,74,113,54,5.00,3,9.67,2,13.67,1,12.33,1,8.33,1,9.67,2
01-14-08-09-01,11,29,24,77,116,55,7.67,3,11.00,2,13.67,1,12.33,1,8.33,3,11.00,2
01-14-08-09-01,12,28,24,79,117,55,9.00,3,11.00,2,10.33,1,13.00,1,9.00,1,11.00,2
01-14-08-09-01,12,28,24,80,119,58,9.00,3,11.00,2,10.33,1,13.00,1,9.00,1,11.00,2
01-14-08-09-01,13,27,24,81,122,58,11.00,3,11.00,3,11.00,1,13.67,1,9.67,1,11.00,2
01-14-08-09-01,15,25,24,83,124,59,13.00,3,11.00,2,5.67,1,15.67,1,11.67,1,11.00,2
01-14-08-09-01,16,24,24,85,127,59,15.00,3,11.00,2,7.00,1,7.00,3,13.00,1,11.00,2
01-14-08-09-01,18,23,23,85,131,59,8.33,1,11.00,2,9.67,1,5.00,3,11.67,1,11.00,2
01-14-08-09-01,20,22,22,87,132,60,10.33,1,11.00,2,11.67,1,5.67,3,13.67,1,9.67,1
01-14-08-09-01,21,22,21,88,134,61,5.00,1,11.00,2,13.67,1,5.67,3,14.33,3,11.00,2
01-14-08-09-01,21,20,23,91,134,62,5.00,1,11.00,2,13.67,1,7.67,3,8.33,3,11.00,2
01-14-08-09-01,21,20,23,91,136,64,5.00,1,11.00,2,13.67,1,7.67,3,8.33,3,11.00,2
01-14-08-09-01,21,18,25,91,138,66,5.00,1,9.67,3,13.67,1,9.67,3,10.33,3,11.00,2
01-14-08-09-01,18,19,27,93,143,66,5.00,1,9.00,2,13.67,1,6.33,3,13.67,3,11.67,1
01-14-08-09-01,17,18,29,94,146,67,5.00,1,10.33,2,13.67,1,5.00,3,7.00,3,11.67,1
01-14-08-09-01,17,16,31,96,147,68,5.00,1,10.33,2,13.67,1,7.67,3,9.67,3,11.67,1
01-14-08-09-01,19,16,29,96,151,69,5.67,1,10.33,2,15.00,1,7.67,3,9.67,3,13.00,1
01-14-08-09-01,21,14,29,98,154,69,5.67,1,10.33,2,17.00,1,10.33,3,5.67,3,11.00,1
01-14-08-09-01,22,13,29,99,155,70,7.00,1,10.33,2,18.33,1,11.67,3,7.00,3,12.33,1
01-14-08-09-01,22,12,30,101,156,71,7.00,1,10.33,2,18.33,1,12.33,3,7.67,3,12.33,1
01-14-08-09-01,21,12,31,103,158,73,7.00,1,11.00,2,18.33,1,13.00,3,8.33,3,11.00,2
01-14-08-09-01,21,11,32,103,159,75,7.00,1,11.00,2,18.33,1,14.33,3,9.67,3,11.00,2
01-14-08-09-01,19,13,32,105,165,75,7.67,1,9.00,2,19.00,1,15.00,3,10.33,3,13.00,2
01-14-08-09-01,17,15,32,107,166,75,7.67,1,10.33,2,19.00,1,15.00,3,10.33,3,13.00,1
01-14-08-09-01,19,14,31,109,168,76,9.00,1,10.33,2,20.33,1,11.67,3,11.00,3,10.33,1
01-14-08-09-01,21,14,29,110,171,77,11.00,1,10.33,2,10.33,1,11.67,3,11.00,3,12.33,1
01-14-08-09-01,22,13,29,113,172,77,7.67,1,10.33,2,11.00,1,12.33,3,11.67,3,13.00,1
01-14-08-09-01,22,13,29,113,173,78,7.67,1,10.33,2,11.00,1,12.33,3,11.67,3,13.00,1
01-14-08-09-01,22,12,30,115,174,81,7.67,1,10.33,2,11.00,1,13.67,3,13.00,3,13.00,1
01-14-08-09-01,22,12,30,116,177,81,9.00,1,11.00,2,12.33,1,15.00,3,10.33,1,14.33,1
01-14-08-09-01,21,13,30,118,181,82,9.67,1,8.33,2,13.00,1,15.67,3,11.00,1,11.00,1
01-14-08-09-01,21,15,28,118,185,82,7.67,1,5.00,2,15.00,1,15.67,3,13.00,1,5.67,1
01-14-08-09-01,22,16,26,120,188,84,11.67,1,6.33,2,19.00,1,15.67,3,7.00,1,5.00,1
01-14-08-09-01,26,16,22,120,193,84,9.67,1,6.33,2,25.00,1,15.67,3,5.00,1,7.00,1
01-14-08-09-01,23,19,22,123,194,86,9.67,1,9.00,2,20.33,2,15.67,3,5.00,1,7.00,1
01-14-08-09-01,24,19,21,124,195,87,5.00,1,9.00,2,20.33,2,15.67,3,7.00,1,9.00,1
01-14-08-09-01,25,20,19,125,199,88,7.00,1,10.33,2,17.00,1,10.33,2,9.00,1,11.00,1
01-14-08-09-01,26,20,18,126,200,89,7.67,1,10.33,2,17.67,1,10.33,2,9.67,1,11.67,1
01-14-08-09-01,25,21,18,130,204,89,9.67,1,11.67,2,19.67,1,7.67,2,5.00,1,13.67,1
01-14-08-09-01,26,21,17,130,205,90,11.00,1,11.67,2,21.00,1,7.67,2,6.33,1,15.00,1
01-14-08-09-01,28,21,15,131,207,92,13.67,1,11.67,2,23.00,2,7.67,2,5.00,1,13.67,1
01-14-08-09-01,30,21,13,132,211,92,17.67,1,11.67,2,23.00,2,7.67,2,5.00,1,17.67,1
01-14-08-09-01,27,23,14,133,214,94,17.67,1,13.67,2,21.00,2,9.00,3,5.00,1,17.67,1
01-14-08-09-01,26,23,15,135,216,95,17.67,1,15.00,2,14.33,2,5.00,3,5.00,1,17.67,1
01-14-08-09-01,28,22,14,136,219,96,7.67,1,15.00,2,14.33,2,5.67,3,7.00,1,19.67,1
01-14-08-09-01,30,21,13,138,221,96,10.33,1,15.00,2,14.33,2,6.33,3,9.67,1,21.67,2
01-14-08-09-01,32,21,11,139,223,96,12.33,1,15.00,2,14.33,2,6.33,3,11.67,1,20.33,1
01-14-08-09-01,32,20,12,142,223,98,12.33,1,15.00,2,14.33,2,7.00,3,11.67,1,20.33,1
01-14-08-09-01,32,21,11,143,226,99,9.00,1,15.67,2,15.00,2,7.00,3,12.33,1,21.00,1
01-14-08-09-01,31,22,11,145,227,101,9.00,1,16.33,3,15.67,2,7.00,3,12.33,1,21.00,1
01-14-08-09-01,31,21,12,146,230,102,9.00,1,16.33,2,15.67,2,5.00,3,12.33,1,21.00,1
01-14-08-09-01,33,19,12,148,231,103,11.00,1,16.33,2,15.67,2,6.33,3,14.33,1,15.00,1
01-14-08-09-01,33,19,12,149,233,105,11.00,1,16.33,2,15.67,2,6.33,3,14.33,1,15.00,1
01-14-08-09-01,33,18,13,150,235,105,5.00,1,17.00,2,16.33,2,5.00,2,15.67,1,16.33,1
01-14-08-09-01,33,19,12,151,239,106,5.00,1,13.67,2,17.00,2,5.67,2,15.67,3,17.67,3
01-14-08-09-01,32,19,13,153,240,107,5.00,1,14.33,2,13.67,2,6.33,2,16.33,3,18.33,3
01-14-08-09-01,32,20,12,154,243,107,5.67,1,15.67,2,15.00,2,5.00,2,16.33,3,15.00,1
01-14-08-09-01,29,23,12,155,246,109,5.67,1,10.33,2,17.67,2,7.67,2,16.33,3,15.00,1
01-14-08-09-01,27,24,13,155,248,111,5.67,1,12.33,2,19.67,2,9.67,3,17.00,3,15.00,3
01-14-08-09-01,26,25,13,156,251,113,5.67,1,13.00,2,16.33,2,9.67,3,17.00,3,15.00,3
01-14-08-09-01,24,25,15,158,254,114,5.67,1,15.67,2,19.00,2,7.00,3,18.33,1,15.00,1
01-14-08-09-01,21,27,16,158,257,116,5.67,1,5.00,2,25.00,2,7.67,3,13.67,2,15.00,1
01-14-08-09-01,19,29,16,159,262,116,5.67,1,7.00,2,27.00,2,7.67,3,11.67,2,15.00,1
01-14-08-09-01,17,28,19,162,264,117,5.67,1,8.33,2,28.33,2,10.33,3,13.00,2,15.00,1
01-14-08-09-01,16,28,20,164,265,119,5.67,1,9.67,2,25.00,3,11.67,2,14.33,2,15.00,1
01-14-08-09-01,15,29,20,164,267,121,5.67,1,11.00,2,25.00,3,12.33,3,7.67,2,15.00,1
01-14-08-09-01,14,30,20,166,271,122,6.33,1,14.33,2,26.33,3,5.00,2,11.00,2,11.67,1
01-14-08-09-01,13,30,21,167,272,123,6.33,1,7.67,3,28.33,3,5.67,2,11.67,2,11.67,1
